term,estimate,std.error,lower,upper
b_Intercept,4.040031413524412,0.08645044795066602,3.8974591848482523,4.1825314054122575
b_courseSPA_2,-0.06619794267622145,0.07876052175849688,-0.19624408636135127,0.06492881963679178
b_courseSPA_3,0.0297243696603585,0.0805733352127717,-0.10248410773030914,0.1613184780046375
b_gend_headFem,-1.7336990205183374,0.081583520674545,-1.8685387164266216,-1.598676333295845
b_stud_gendF,-0.005024812025338048,0.06128115167282731,-0.1085415982326999,0.09511557467168066
b_languageother,0.2909353503686216,0.12252194932994012,0.09379799825145993,0.4921479161509999
b_languagetype_1,0.5419029659220359,0.09966528595689365,0.3784217490003607,0.7033170456436869
b_languagetype_2,-0.18106551404860796,0.10402899246907872,-0.35643692884974515,-0.011199903258689007
b_regularityopaque,-0.834263368337441,0.05152269776375595,-0.9197374946634428,-0.7496358276765973
b_regularityreverse,-1.2807891416636121,0.08464605128899984,-1.4215409681595288,-1.1436524624521773
b_span,-0.2946058398887842,0.0191739884675003,-0.3263399325378648,-0.26400588814258164
b_pos_headADJ,-0.7396141278194056,0.07157113455325738,-0.8566420677006266,-0.620326533796993
b_pos_headDET,-1.380103098457859,0.09237234450808102,-1.5349613123900068,-1.2256951964085547
b_pos_headPRON,-0.7633671495889262,0.2263040424627934,-1.1299243442752693,-0.3930848075517443
b_pos_headPROPN,-1.6262775793049682,0.15679034104550896,-1.885045134652205,-1.3705561372125148
b_gend_depFem,0.9835466270011437,0.05545933672707142,0.8901881659440194,1.0731826471091064
b_pos_depMUADJMU,-0.681941705538091,0.19024302761354336,-0.9876586048705702,-0.3586265813597105
b_pos_depADJ,-0.5074473060709765,0.06224139668721762,-0.6120901017447458,-0.4067944662918036
b_pos_depNOUN,-1.1480360887390078,0.08906658222581508,-1.2960832063639258,-0.9991660428230256
b_pos_depPRON,-0.5110541688087485,0.13803416937463994,-0.7349821095268576,-0.28256316139761756
b_pos_depPROPN,-0.7862149390698259,0.08715406749698244,-0.9283549395653627,-0.6405213427958178
b_courseSPA_2:gend_headFem,0.16990851331964854,0.10369305658998236,-2.8143111599397474e-4,0.34004828043976254
b_courseSPA_3:gend_headFem,0.20181145450511473,0.10122155864017233,0.03114439366332414,0.3624692991465307
sd_sis__Intercept,0.6344855888796092,0.033383699964684564,0.5818812908004082,0.690640499462614
"r_sis[912000868,Intercept]",0.29516057220304953,0.5776246629258126,-0.6394290244883327,1.2476395186262963
"r_sis[912005290,Intercept]",0.25522218114586676,0.5678308069155271,-0.6784883493996371,1.201267847309222
"r_sis[912011022,Intercept]",0.0042940109793175385,0.5387498376902353,-0.8493062203713589,0.8982320159517464
"r_sis[912015280,Intercept]",-0.10165105864681533,0.4841221370289735,-0.8618560601982933,0.7154713108618002
"r_sis[912025018,Intercept]",0.13714629115118096,0.46594404062208444,-0.6148159814488495,0.930982025657979
"r_sis[912065638,Intercept]",0.038672939052817386,0.5503128657922036,-0.8538626721287303,0.9791863488143453
"r_sis[912073358,Intercept]",0.1238708337827915,0.5215782877518652,-0.7228951151101649,1.000401586442791
"r_sis[912080765,Intercept]",0.1096866433174384,0.4961576680156806,-0.7055029648845341,0.9582837031408937
"r_sis[912085841,Intercept]",-0.41245414920374973,0.4337092608488247,-1.1039089806834654,0.312588900995923
"r_sis[912087043,Intercept]",0.3880330099763947,0.5569747603240046,-0.4818995889570692,1.325779724588277
"r_sis[912093875,Intercept]",0.17845687501170568,0.46204684652621525,-0.5605277568765683,0.9759143535059186
"r_sis[912114916,Intercept]",0.7287856704625141,0.49546281807362813,-0.05505536749014396,1.5714661993717
"r_sis[912143699,Intercept]",0.35756406476895247,0.5642053109368681,-0.581170538911192,1.2976708118666636
"r_sis[912150080,Intercept]",0.7953311996899772,0.4434595488185573,0.10594330612842189,1.5707594378844594
"r_sis[912165732,Intercept]",0.17380182145593312,0.5515957282154614,-0.7364326073132923,1.113844498730502
"r_sis[912174367,Intercept]",-0.21239591381734135,0.42122542087689874,-0.897076312836685,0.486807965419018
"r_sis[912181923,Intercept]",0.22419247604388004,0.5281757275715264,-0.6131896634394924,1.1081634113505598
"r_sis[912197234,Intercept]",0.30552040873522873,0.4566638903347778,-0.4384491949284175,1.071950353848882
"r_sis[912201463,Intercept]",0.27202386110942384,0.5590538940107351,-0.6308467954188752,1.2054086299014066
"r_sis[912204570,Intercept]",0.39114776137313434,0.5431833477643448,-0.47742270500625006,1.3258807286715037
"r_sis[912214502,Intercept]",0.7806938365871007,0.4995304869379181,-0.019862196366114887,1.641970250273202
"r_sis[912232542,Intercept]",0.15292664532769107,0.5494129177625913,-0.7167879631220386,1.0754014689357891
"r_sis[912246460,Intercept]",-0.9429051888851867,0.4832097797518386,-1.7388612896795297,-0.1308773386734795
"r_sis[912252577,Intercept]",0.2100924498390126,0.5891827958078687,-0.744037771233722,1.1896490017944839
"r_sis[912271396,Intercept]",-0.7766680448034751,0.5116052481721677,-1.6096907289588203,0.06014064218618107
"r_sis[912280565,Intercept]",-0.040968855307981715,0.5114659514647492,-0.8638729967363521,0.8139521945575099
"r_sis[912301716,Intercept]",0.06621989301663558,0.5388529162913891,-0.7993598810415187,0.9784700156887699
"r_sis[912307150,Intercept]",0.07099643506036528,0.5226724761778409,-0.7484717599559331,0.9607261584253892
"r_sis[912308531,Intercept]",-0.5612301439893346,0.47827730331643253,-1.3415507457369835,0.23112616379597872
"r_sis[912309365,Intercept]",0.2386852576995229,0.5854600706636484,-0.693261425437278,1.1965014454461944
"r_sis[912314198,Intercept]",0.3571077188433613,0.47131049607669806,-0.4043329815785611,1.1460993309888958
"r_sis[912330965,Intercept]",-0.33519678075581605,0.5037262596554437,-1.1529542974771543,0.5169253743293328
"r_sis[912331689,Intercept]",0.05465091441152461,0.5212918144406102,-0.7939280397114692,0.9191285555665865
"r_sis[912582933,Intercept]",0.1998692898968231,0.519668109042528,-0.6483062593144114,1.063826503553165
"r_sis[912598176,Intercept]",-0.18918803969175685,0.5258998404710233,-1.0542149608828082,0.6733078217350765
"r_sis[912650881,Intercept]",-0.6096377152690512,0.48294370468819803,-1.378011481104995,0.21919986416132411
"r_sis[912651851,Intercept]",0.4088883287016719,0.5616005849144846,-0.4976782935056199,1.3603746384907687
"r_sis[912654942,Intercept]",0.34926396093080614,0.5445848807826679,-0.524229728903592,1.2455358320677936
"r_sis[912659691,Intercept]",0.31698560124272307,0.5737902102120525,-0.6186423203252214,1.2732729230126845
"r_sis[912667913,Intercept]",-0.17412246509956938,0.533415987229261,-1.046598461840304,0.7260842191297964
"r_sis[912672416,Intercept]",0.29218191212535155,0.56578643856372135,-0.6111123166582338,1.2399736606563667
"r_sis[912675882,Intercept]",0.20962305054714475,0.5142517047485125,-0.6062740523208484,1.084551504202087
"r_sis[912679370,Intercept]",-0.3481092938293549,0.3052777024786774,-0.833836294411936,0.154008771216148
"r_sis[912680589,Intercept]",-0.6833007728541686,0.37233982481360894,-1.2795276531462452,-0.05911415584130133
"r_sis[912685649,Intercept]",-0.1948095582318716,0.4747919817483824,-0.9445718082518036,0.6261794194464303
"r_sis[912688439,Intercept]",0.6705527577297122,0.45605346927690327,-0.05685516788094261,1.4376604173962655
"r_sis[912692483,Intercept]",0.03670588383894083,0.5447415998774543,-0.8385428639735428,0.9613654817255021
"r_sis[912695286,Intercept]",-0.568546482105269,0.4285357795988485,-1.264235782538325,0.1526472485041181
"r_sis[912695532,Intercept]",-0.5777559148352595,0.43798460371917264,-1.2730029597775276,0.15850623096537786
"r_sis[912697284,Intercept]",0.1271739401556795,0.535196715786724,-0.7322558624999997,1.0038498411589583
"r_sis[912699677,Intercept]",-0.15593056087156112,0.5143570071042762,-0.9796080022334804,0.6942370683387649
"r_sis[912702904,Intercept]",-0.47516615110409455,0.4212776107972841,-1.1478078543337515,0.2310021062955755
"r_sis[912708966,Intercept]",-0.09111312283731927,0.4581379418187605,-0.8300872392213846,0.6638472058587147
"r_sis[912712156,Intercept]",-0.20239494398847965,0.43380816496836916,-0.905195216293518,0.5263835163292989
"r_sis[912719609,Intercept]",-1.0951383452732846,0.39938694421941595,-1.729247993460301,-0.42150481615197427
"r_sis[912721998,Intercept]",-0.26285807364488517,0.48477349422874116,-1.0325106838979978,0.5617920189192765
"r_sis[912722502,Intercept]",-1.0478512468470678,0.42290456316467473,-1.73931322411644,-0.3439204368738767
"r_sis[912723941,Intercept]",-0.7036850796807168,0.5464400515421058,-1.6085520513648595,0.2031733691367848
"r_sis[912725198,Intercept]",-0.5516871570824876,0.513045052048935,-1.3821916448228446,0.31761275545854933
"r_sis[912727073,Intercept]",-0.06942731576934336,0.5588395845763604,-0.9562725620669212,0.8899052640033537
"r_sis[912739906,Intercept]",0.40510715194381924,0.5375797205397392,-0.4603154521824559,1.310968488269161
"r_sis[912743918,Intercept]",0.22318310695219495,0.5071175428703857,-0.5942023671115184,1.0524909884023244
"r_sis[912754842,Intercept]",0.16083048429092756,0.5832501335944604,-0.767833184536077,1.1201536892392194
"r_sis[912760344,Intercept]",-0.13116132538517636,0.44908292233449176,-0.8508692276966308,0.618767151108273
"r_sis[912761916,Intercept]",0.8662508147898483,0.48104871340765804,0.10623604468656098,1.7030448641325027
"r_sis[912765161,Intercept]",0.27205262721129064,0.4974224527589975,-0.5351908452903961,1.1079986804555269
"r_sis[912766694,Intercept]",-0.35066623721653517,0.4444665547184316,-1.0755500588586422,0.40209004245993357
"r_sis[912767509,Intercept]",-0.28061804873239193,0.6133843720302347,-1.2789206490745735,0.7178840953521077
"r_sis[912770606,Intercept]",-0.057122742755860496,0.400120486493012,-0.7006496482639952,0.6198427075094909
