term,estimate,std.error,lower,upper
b_Intercept,5.000870396492497,0.22676223987097002,4.634583550007741,5.389161496495642
b_sem_typeloc,-2.5296090952528645,0.2580767828970206,-2.952753142192901,-2.0982542511594993
b_sem_typeprog,-1.7906426188789335,0.3395428345858943,-2.3339412308699057,-1.2362091552757073
b_sem_typetemp,-4.650931841859136,0.24977364758693069,-5.075129112911519,-4.247112801148101
b_courseSPA002,-0.1374942059732156,0.3412112066301338,-0.6962474274742528,0.4293327130456657
b_courseSPA003,-0.11434530777675363,0.36612675006551015,-0.7065414826981932,0.5168474917412986
b_languageother,0.6915484048077108,0.6024800657948209,-0.2845448789706561,1.7325663638666247
b_languagetype_1,0.7187297246754227,0.46590148213932037,-0.010920081991568876,1.5075799813000232
b_languagetype_2,0.29917272246043647,0.5876656353153465,-0.6462860426987419,1.278278153689741
b_sem_typeloc:courseSPA002,1.3286696844854708,0.3851543168313445,0.6725276280127124,1.9386783785950246
b_sem_typeprog:courseSPA002,1.450806053227309,0.5188522339421532,0.5940348074176806,2.3189391391118708
b_sem_typetemp:courseSPA002,0.83001735737819,0.37527414285938815,0.19071654147654565,1.4298732501803864
b_sem_typeloc:courseSPA003,0.9968577573762812,0.4043030341211366,0.3091730987702065,1.654207485085354
b_sem_typeprog:courseSPA003,1.4395062355651929,0.5741789018602562,0.5053389269415345,2.399079888392122
b_sem_typetemp:courseSPA003,-0.1438277640665045,0.40375398644852667,-0.809650571925606,0.513206994964655
b_sem_typeloc:languageother,-0.26737996023183874,0.6797314315573975,-1.4006856060663684,0.8569955866992901
b_sem_typeprog:languageother,1.5408837922773027,1.0793614446554427,-0.16432458970862784,3.3703222526930894
b_sem_typetemp:languageother,-1.0367731726778686,0.610647235954281,-2.095018026851763,-0.06419947065633652
b_sem_typeloc:languagetype_1,-0.15144189102041086,0.5310272396204114,-1.0005267960440074,0.7147265860700139
b_sem_typeprog:languagetype_1,2.1699378096774353,0.9485578656583159,0.7067952492791739,3.8490227960944186
